Share,Last Traded Price,High Price,Low Price,Close,Volume,Open
SKFINDIA,1599.7,1633.7,1592.65,1592.65,3.515547927,89.64
SKIL,32.9,163.45,123,123,0.168260751,88.48
SKIPPER,195.9,199.4,193.3,193.3,2.061979752,93.76
SKMEGGPROD,75.4,163.45,123,123,0.92456929,89.87
SMARTLINK,98.55,101.9,98.25,98.25,1.296406773,92.43
SMLISUZU,1350.3,1334,1312.5,1312.5,3.873723145,94.81
SMPL,2.1,163.45,123,123,0.033086468,100.17
SMSPHARMA,90.95,91,88.2,88.2,0.530388882,99.24
SNOWMAN,60.55,61.7,60.5,60.5,4.218316226,101.05
SOBHA,409.8,409.65,400,400,2.964866133,108.91
SOLARINDS,799.1,812.2,792,792,1.375625412,109.99
SOMANYCERA,818.15,829.65,813.95,813.95,1.572156398,105.93
SOMATEX,13.15,163.45,123,123,0.110392371,107.4
SOMICONVEY,57.4,163.45,123,123,0.167322861,108.23
SONASTEER,82.3,83,82.25,82.25,6.102971754,100.86
SONATSOFTW,163.45,167.9,164,164,8.49382561,95.43
SORILHOLD,36.95,37.5,35.35,35.35,123,95.07
SORILINFRA,143.15,149.9,145,145,4.52,90.33
SOTL,996.7,163.45,123,123,0.225524307,96.51
SOUTHBANK,26.15,26.4,25.85,25.85,17.77949644,97.37
SPAL,397.95,404.05,395,395,2.704564265,96.95
SPARC,316.25,317.85,313.7,313.7,7.036563898,99.78
SPCENET,0.6,108.8,123,123,0.006092933,99.6
SPECIALITY,89.7,108.8,123,123,0.477106224,99.77
SPENTEX,3.85,108.8,123,123,0.013871499,103.84
SPHEREGSL,64.2,108.8,123,123,0.383553393,116.26
SPIC,31,108.8,123,123,0.938381034,104.55
SPICEMOBI,14.95,108.8,123,123,0.054148184,85.7
SPLIL,23.65,108.8,123,123,0.035099003,93.35
SPMLINFRA,108.8,108.8,123,123,0.500545391,85.91
SPYL,0.4,108.8,123,123,0.063276158,100.48
SQSBFSI,532.25,543.8,533,533,1.07551684,91.96
SREEL,130.4,649,123,123,0.031183626,104
SREINFRA,112.85,113,108.75,108.75,9.488876298,108.01
SRF,1779.7,1817.95,1767.05,1767.05,32.78476719,111.92
SRGINFOTEC,0.25,649,123,123,0.000481021,108.25
SRHHYPOLTD,139.05,649,123,123,0.142785071,119.62
SRIPIPES,369.75,373,366,366,2.291266915,124.91
SRSLTD,3.4,3.5,3.35,3.35,0.825348468,129.8
SRTRANSFIN,1011.6,1023.65,1007.8,1007.8,67.73801526,127.27
SSWL,911.2,923.15,900.4,900.4,1.406653807,131.85
STAMPEDE,22.25,22.8,21.85,21.85,5.211011201,139.94
STAR,1073.6,1077.9,1055.05,1055.05,35.98631895,142.6
STARPAPER,202.65,204.55,195.3,195.3,2.239155535,130.57
STCINDIA,171.4,173.5,171.1,171.1,11.57831756,138.49
STEL,87,649,123,123,0.158740408,133.86
STERLINBIO,4.9,649,123,123,0.066540082,142.03
STERTOOLS,272.7,284,272.7,272.7,0.471711255,150.91
STINDIA,16.7,649,123,123,0.02099188,148.18
STRTECH,154.2,156.5,153.45,153.45,11.89466404,152.32
SUBEX,11.25,11.45,11.15,11.15,2.988476991,156.86
SUBROS,257.45,265.05,250.8,250.8,1.488185941,164.57
SUDARSCHEM,407.25,410.9,395.35,395.35,7.346101645,158.59
SUJANAUNI,1.3,649,123,123,0.034033146,165.86
SUMEETINDS,36.95,38.65,37.2,37.2,2.479652313,166.84
SUMMITSEC,650.4,649,123,123,0.064731967,172.4
SUNCLAYLTD,4137.55,4220.05,4085,4085,0.691343609,172.96
SUNDARAM,3.25,3.35,3.15,3.15,0.829135889,175.28
SUNDARMFIN,1519.75,1529.65,1511.55,1511.55,5.484796864,173.31
SUNDRMBRAK,442.7,518,435,435,0.182740312,172.76
SUNDRMFAST,399.75,403.1,395.05,395.05,5.513850456,176.15
SUNFLAG,37.75,38.4,37.6,37.6,1.526246544,175.82
SUNILHITEC,14.35,14.7,14.4,14.4,3.452403985,174.47
SUNPHARMA,642.8,647.2,640.15,640.15,249.2797806,174.77
SUNTECK,449.75,454.4,438,438,4.39850482,174.54
SUNTV,862.5,919.8,862.55,862.55,155.3561485,175.57
SUPERHOUSE,158.65,649,123,123,0.157005343,179.04
SUPERSPIN,16.75,649,123,123,0.058262729,178.33
SUPPETRO,409.75,417,400,400,1.477639666,177.98
SUPRAJIT,247.6,250.85,243.55,243.55,1.178776715,173.52
SUPREMEIND,1189.5,1204.75,1170,1170,6.02464424,170.07
SUPREMEINF,86.9,649,123,123,1.043527252,163.86
SUPREMETEX,4,649,123,123,0.331878822,162.71
SURANAIND,4.3,649,123,123,0.060602007,159.97
SURANASOL,21.7,649,123,123,0.159371578,155.42
SURANAT&P,4.85,649,123,123,0.008551162,156.6
SURYALAXMI,116.15,118.9,115.7,115.7,0.86554962,159.9
SURYAROSNI,284.05,290,283.05,283.05,1.923714273,157.54
SUTLEJTEX,922.6,649,123,123,0.409421893,157.78
SUVEN,187.65,198.8,187.55,187.55,3.0298014,155.41
SUZLON,21.2,21.75,21.2,21.2,41.99640498,162.34
SWANENERGY,158.6,159.4,150.4,150.4,21.24135478,160.4
SWARAJENG,1835.1,1837.15,1820.55,1820.55,0.280201518,164.32
SWELECTES,375.15,649,123,123,0.200516167,164.99
SYMPHONY,1458.6,1484.95,1464,1464,3.100467199,149
SYNCOM,6.3,649,123,123,0.060635968,166.9
SYNDIBANK,90.7,92.85,90.2,90.2,14.23358501,168.52
SYNGENE,462.75,469.3,443.25,443.25,8.233451815,174.1
TAINWALCHM,59.8,649,123,123,0.041566041,170.2
TAJGVK,165.05,170.95,164.1,164.1,0.459688696,172.48
TAKE,139.8,141.15,138,138,2.043605911,179.24
TALBROAUTO,163.85,168.5,162.7,162.7,0.208248547,175.47
TALWALKARS,272.8,284.95,272,272,2.091631116,174.92
TANLA,50.45,51.9,50.4,50.4,4.906010668,180.2
TANTIACONS,21.45,649,123,123,0.10671788,175.4
TARAJEWELS,38.85,649,123,123,0.247102061,173.16
TARAPUR,8.3,649,123,123,0.024529857,169.59
TARMAT,48.2,649,123,123,0.178518209,175.2
TASTYBITE,5209.95,,123,123,123,164.23
TATACHEM,644.35,649,634.1,634.1,31.93062319,170.19
TATACOFFEE,131.9,132.65,129.95,129.95,5.299642951,166.51
TATACOMM,662.4,669.5,657.6,657.6,60.02183539,174.07
TATAELXSI,1538.55,1547.75,1530,1530,54.95078678,174.61
TATAGLOBAL,154.85,156.2,153.2,153.2,18.76490707,172.37
TATAINVEST,668.5,673,664.45,664.45,2.302126458,174.74
TATAMETALI,663.75,673.8,661,661,21.84440169,179.35
TATAMOTORS,432.3,434.5,427,427,308.9689699,178.55
TATAMTRDVR,263.35,266.9,264,264,56.43839607,181.12
TATAPOWER,81.55,82.8,81.6,81.6,30.29151373,178.1
TATASPONGE,887.5,891.75,871,871,18.02325827,171.3
TATASTEEL,437.45,445.4,439.7,439.7,226.307567,171.64
TBZ,94.7,96.5,94.5,94.5,1.441873868,181.49
TCI,250.85,253.8,247.2,247.2,1.78672538,184.34
TCIDEVELOP,426.6,533.65,123,123,0.02616956,180.51
TCIEXP,452.65,533.65,123,123,0.880783181,184.79
TCIFINANCE,29.65,533.65,123,123,0.212743828,188
TCS,2332.45,2347.9,2322.75,2322.75,315.1816349,186.34
TDPOWERSYS,248.3,533.65,123,123,0.704322894,184.02
TEAMLEASE,1137.4,1135,1114.05,1114.05,1.644020734,186.86
TECHIN,4.8,533.65,123,123,0.000429892,188.6
TECHM,430.4,434.95,426.2,426.2,138.4256256,187.45
TECHNO,407.75,407.75,398.55,398.55,3.795445817,186.76
TECHNOFAB,204.25,533.65,123,123,0.136443791,187.41
TERASOFT,96.45,533.65,123,123,0.883053452,182.75
TEXINFRA,46.65,533.65,123,123,0.726185136,180.77
TEXMOPIPES,23.65,533.65,123,123,0.256098441,179.26
TEXRAIL,97.85,99,96.35,96.35,5.651158401,185.67
TFCILTD,99.05,101.8,98.9,98.9,2.549858867,181.82
TFL,19,533.65,123,123,0.004834013,187.86
TGBHOTELS,52.9,54.55,53.25,53.25,1.15232338,190.11
THANGAMAYL,258.9,260,259,259,0.105219019,186.81
THEMISMED,596.45,533.65,123,123,0.091346,191.23
THERMAX,1045.2,1070,1027.3,1027.3,4.802509719,188.61
THIRUSUGAR,63.1,533.65,123,123,0.326626028,185.21
THOMASCOOK,214.65,217.45,212.6,212.6,2.447528448,183.16
THYROCARE,727.7,754.7,725.05,725.05,2.079364956,183.77
TI,12.8,533.65,123,123,0.219447305,186.05
TIDEWATER,5924.05,5999,5939.5,5939.5,1.232503563,184.66
TIIL,500.6,501.45,490,490,0.481874799,181.92
TIJARIA,9,533.65,123,123,0.017383594,180.19
TIL,374,379.4,362.65,362.65,0.560160938,174.96
TIMESGTY,33.3,533.65,123,123,0.012205289,176.19
TIMETECHNO,133,136,129.5,129.5,2.4318865,171.11
TIMKEN,724.9,728.9,715,715,2.852864118,169.75
TINPLATE,88.7,92.25,88.5,88.5,1.60612469,170.7
TIPSINDLTD,68.55,533.65,123,123,0.08021144,165.34
TIRUMALCHM,973.2,989.7,963.15,963.15,7.126127027,164.05
TITAN,482.4,500,478.1,478.1,54.89245863,167.4
TMRVL,190,193.55,190.25,190.25,1.98201975,162.21
TNPETRO,47.15,47.45,46.1,46.1,0.674891192,159.12
TNPL,296.45,320.95,297,297,4.34739197,154.17
TOKYOPLAST,126.55,533.65,123,123,0.476014814,151.72
TORNTPHARM,1338.6,1348,1316.1,1316.1,21.07356788,149.4
TORNTPOWER,226.5,228.8,222.5,222.5,17.93925033,146.77
TPLPLASTEH,526.15,540,524.05,524.05,1.229376235,152.72
TREEHOUSE,17.45,17.9,17.45,17.45,1.288091392,151.13
TRENT,254.15,259.6,253.55,253.55,6.18478807,153.31
TRF,271.45,275.2,267.9,267.9,0.802219572,153.55
TRIDENT,85.9,89.9,87.85,87.85,12.69945506,156.13
TRIGYN,120,126,117.6,117.6,1.125795475,152.19
TRIL,391,397.05,386.55,386.55,2.476929206,147.06
TRITURBINE,137.65,138.9,136.6,136.6,0.88554551,148.78
TRIVENI,89.8,91.8,89.6,89.6,6.795505955,146.3
TTKHLTCARE,779.95,533.65,123,123,0.543352063,143.27
TTKPRESTIG,6439.5,6505,6360,6360,3.511631812,141.8
TTL,67.05,533.65,123,123,0.178623132,144.95
TTML,7.95,8.15,7.9,7.9,4.411948625,140.87
TUBEINVEST,700.2,711.35,685,685,3.160760987,139.96
TULSI,4.1,533.65,123,123,0.013919507,134.01
TV18BRDCST,41.45,42.35,41.35,41.35,17.55451637,131.12
TVSELECT,192.7,196,192.5,192.5,6.358857367,133.12
TVSMOTOR,494.55,504,495.1,495.1,48.35614694,129.18
TVSSRICHAK,4043.7,4082.95,4035,4035,1.995383281,122.55
TVTODAY,271.6,284,272.4,272.4,2.281146107,129.88
TVVISION,239.75,241.7,234.05,234.05,1.423262571,124.1
TWL,129.25,131.85,128.1,128.1,14.85346462,127.04
UBHOLDINGS,30.5,33.55,30.3,30.3,0.787168812,124.1
UBL,803.85,858.6,795.15,795.15,16.11839941,121.98
UCALFUEL,211.5,216.75,212.55,212.55,1.539785984,120.41
UCOBANK,41.7,42.6,41.1,41.1,2.653242426,124.61
UFLEX,373.85,375.95,368.7,368.7,3.707132187,123.58
UFO,438.8,444.6,438.95,438.95,2.051149533,121.99
UGARSUGAR,33.1,33.55,32.9,32.9,2.133534981,124.44
UJAAS,36.75,37.5,35.9,35.9,8.488669425,129.29
UJJIVAN,346.75,362.3,346,346,40.34594083,127.2
ULTRACEMCO,4367.55,4427.8,4352.05,4352.05,94.29242438,118.23
UMANGDAIRY,82.6,533.65,123,123,0.387911072,117.64
UMESLTD,533.65,533.65,123,123,0.001537885,118.59
UNICHEMLAB,262.9,265.7,262,262,2.377174567,122.48
UNIENTER,79.85,533.65,123,123,0.149024343,126.05
UNIONBANK,176.7,182.9,176.55,176.55,61.4405815,122.2
UNIPLY,349.25,0,0,0,1.186621468,125.99
UNITECH,5.7,5.7,5.6,5.6,15.2304779,126.27
UNITEDBNK,22.95,533.65,123,123,0.935371667,129.4
UNITEDTEA,360.65,533.65,123,123,0.058410876,126.68
UNITY,8.6,533.65,123,123,0.07755804,130.7
UNIVCABLES,94.35,95.25,93,93,1.688505175,128.01
UPL,823.5,837,818.8,818.8,96.56618898,122.08
URJA,1.15,533.65,123,123,123,119.97
USHAMART,19.55,20.3,19.25,19.25,2.396789953,130.83
USHERAGRO,9.15,0,0,0,0.124368902,130.43
UTTAMSTL,34.2,533.65,123,123,0.716635702,134.21
UTTAMSUGAR,130,132.4,129,129,2.084558995,136.24
UVSL,0.6,533.65,123,123,0.01,129.45
V2RETAIL,191.65,192.9,186.5,186.5,2.842031067,131.37
VADILALIND,957.9,968.7,950.95,950.95,5.887858623,131.15
VAIBHAVGBL,465.3,0,0,0,1.581120152,128.16
VAKRANGEE,351.4,353.9,348.5,348.5,29.56919994,138.99
VALUEIND,12.4,533.65,123,123,0.024892489,139.99
VARDHACRLC,51.1,533.65,123,123,0.203774388,136.19
VARDMNPOLY,71.4,71.85,70.5,70.5,2.516126862,148.06
VASCONEQ,50.4,54.9,50.65,50.65,1.79027101,161.71
VASWANI,10,533.65,123,123,0.014987883,161.51
VBL,499.1,533.65,123,123,1.347529738,165.23
VEDL,228.6,236.7,229.8,229.8,248.3831189,177.72
VENKEYS,1294.2,1314.7,1290.6,1290.6,14.82306228,177.52
VENUSREM,103.15,103.95,102.35,102.35,1.402425336,176
VESUVIUS,1250.05,1286,1249.95,1249.95,0.192329775,177.58
VETO,168.05,165.9,162.05,162.05,0.656685479,171.3
VGUARD,211.75,213.7,209.25,209.25,9.344269691,180.14
VHL,2745.5,2789.95,2710,2710,0.084069818,181.25
VICEROY,23,533.65,123,123,0.233938486,191.45
VIDEOIND,100.95,102.1,99,99,1.802391317,195.41
VIDHIING,56.8,533.65,123,123,0.365741703,199.27
VIJAYABANK,92.85,93.5,91.1,91.1,9.291792295,199.5
VIJIFIN,5.4,533.65,123,123,0.150523372,200.59
VIJSHAN,16.25,533.65,123,123,0.056601743,198.95
VIKASECO,24.85,25.4,24.5,24.5,5.107010889,199.01
VIMALOIL,41.95,533.65,123,123,0.033942527,195.03
VIMTALABS,128.85,130.75,126.8,126.8,2.112198337,190.12
VINATIORGA,848.5,855.1,836.5,836.5,2.760786667,185.43
VINDHYATEL,698.75,707.65,696.7,696.7,1.724136133,182.98
VINYLINDIA,76.25,533.65,123,123,0.157404032,186.52
VIPCLOTHNG,53.95,54.95,53,53,0.98,190.72
VIPIND,196.85,198.95,196.35,196.35,6.182402021,190.37
VIPULLTD,90.75,533.65,123,123,1.200482744,190.19
VISAKAIND,348.1,369.9,351.2,351.2,1.037711564,193.44
VISASTEEL,27.2,533.65,123,123,0.239845594,194.75
VISESHINFO,0.15,533.65,123,123,0.197143568,193.59
VISHNU,262.4,533.65,123,123,0.488948148,190.54
VISUINTL,123,533.65,123,123,0.000105541,186.19
VIVIDHA,2.05,533.65,123,123,0.341462257,182.89
VIVIMEDLAB,117.4,118.6,114.75,114.75,7.383536199,177.15
VLSFINANCE,75,76.2,72.35,72.35,0.467441533,181.86
VMART,1057.1,1062,1029.15,1029.15,5.624575746,187.34
VOLTAMP,1220.8,1237.95,1209.75,1209.75,2.82766399,179.43
VOLTAS,440.7,446,438.65,438.65,47.56277751,176.82
VRLLOG,327.3,330,325,325,3.510202812,175.22
VSSL,118.2,533.65,123,123,0.23170974,173.59
VSTIND,2999.5,3019.95,2970.2,2970.2,0.610541335,172
VSTTILLERS,1996.55,533.65,123,123,1.164834249,165.84
VTL,1338.9,1349.85,1313.6,1313.6,2.210496778,165.67
WABAG,675,678.3,668,668,7.161760617,166.1
WABCOINDIA,5997.7,6009.95,5950,5950,7.173946008,165.3
WALCHANNAG,175.45,180.65,171.65,171.65,2.07428509,166.39
WANBURY,57.6,533.65,123,123,0.173781266,177.16
WEBELSOLAR,107.6,533.65,123,123,0.811749377,160.85
WEIZFOREX,495.25,504,494,494,0.07241556,165.28
WEIZMANIND,42,42,40.25,40.25,0.007236214,171.15
WELCORP,87.2,88,84.75,84.75,3.15263197,186.67
WELENT,95.1,96.5,93.85,93.85,2.225018443,190.61
WELINV,90.45,533.65,123,123,0.012752983,187.05
WELSPUNIND,90.9,92.05,90.25,90.25,14.4364065,185.29
WENDT,2323.75,533.65,123,123,0.034572146,189.21
WHEELS,1307.05,1316,1304,1304,0.130818502,188.6
WHIRLPOOL,1205.9,1214.85,1202,1202,4.461548052,187.63
WILLAMAGOR,87.6,533.65,123,123,0.114654356,186.18
WINDMACHIN,61.55,533.65,123,123,0.377871016,185.45
WINSOME,1.85,533.65,123,123,0.004906759,185.29
WIPL,72.2,533.65,123,123,123,184.87
WIPRO,499.65,504.3,500.4,500.4,49.51302419,185.81
WOCKPHARMA,680.25,694.2,681.15,681.15,91.36041768,188.56
WONDERLA,382.85,385,378.15,378.15,1.332997996,170.35
WSI,11.3,533.65,123,123,0.003717401,174.24
WSTCSTPAPR,203.8,205.6,199.1,199.1,2.829344802,171.5
XCHANGING,49.7,533.65,123,123,0.451895607,172.69
XLENERGY,2.75,533.65,123,123,0.000478138,165.54
XPROINDIA,51,533.65,123,123,0.047817342,167.98
YESBANK,1598.4,1608,1578.3,1578.3,296.9183425,163.01
ZANDUREALT,1403.75,533.65,123,123,0.260024684,169.49
ZEEL,516.2,544,525.5,525.5,87.52112114,167.55
ZEELEARN,47.2,48.3,46.9,46.9,2.902143422,170.2
ZEEMEDIA,38.4,39.7,38,38,3.008450776,163.49
ZENITHBIR,0.6,533.65,123,123,0.001238511,158.37
ZENITHEXPO,52.4,533.65,123,123,0.000336009,158
ZENSARTECH,892.75,897,885.7,885.7,2.013516086,157.78
ZENTEC,63.85,64.45,63.15,63.15,1.702143746,156.55
ZICOM,37.3,37.75,37.25,37.25,0.577240454,154.63
ZODIACLOTH,235.4,533.65,123,123,0.058446949,153.44
ZODJRDMKJ,32.65,533.65,123,123,0.00304637,153.77
ZUARI,434.6,439.9,418.6,418.6,7.412619822,154.47
ZUARIGLOB,149,149.95,144.5,144.5,1.225012166,146.84
ZYDUSWELL,866.1,869.95,853.15,853.15,1.232306643,146.73
ZYLOG,5.25,533.65,123,123,0.039747587,141.14
,,,,,,140.15
,,,,,,143.02
,,,,,,139.06
,,,,,,138.99
,,,,,,136.57
,,,,,,138.83
,,,,,,135.99
,,,,,,137.9
,,,,,,136.99
,,,,,,132.01
,,,,,,135.56
,,,,,,144.97
,,,,,,139.94
,,,,,,139.49
,,,,,,132.67
,,,,,,129.88
,,,,,,130.99
,,,,,,133.39
,,,,,,130.53
,,,,,,133.09
,,,,,,131.22
,,,,,,122.21
,,,,,,123.96
,,,,,,122.01
,,,,,,117.01
,,,,,,122.74
,,,,,,128.29
,,,,,,128.32
,,,,,,123.12
,,,,,,131.11
,,,,,,136.76
,,,,,,134.94
,,,,,,132.9
,,,,,,135.26
,,,,,,136.65
,,,,,,133.64
,,,,,,142.97
,,,,,,144.33
,,,,,,146.19
,,,,,,145.91
,,,,,,137.35
,,,,,,138.88
,,,,,,143.31
,,,,,,141.65
,,,,,,140.3
,,,,,,138.19
,,,,,,138.3
,,,,,,138.39
,,,,,,135.03
,,,,,,133.85
,,,,,,132.07
,,,,,,128.88
,,,,,,132.38
,,,,,,133.13
,,,,,,128.8
,,,,,,122
,,,,,,121.05
,,,,,,121.97
,,,,,,122.36
,,,,,,120.61
,,,,,,123.98
,,,,,,124.19
,,,,,,123.85
,,,,,,121.7
,,,,,,123.87
,,,,,,124.69
,,,,,,123.28
,,,,,,120.62
,,,,,,117.2
,,,,,,121.15
,,,,,,119.35
,,,,,,126
,,,,,,125.82
,,,,,,124.99
,,,,,,122.3
,,,,,,121.41
,,,,,,118.63
,,,,,,121.1
,,,,,,120.07
,,,,,,114.3
,,,,,,114.45
,,,,,,112
,,,,,,112.81
,,,,,,114.02
,,,,,,112.49
,,,,,,110.31
,,,,,,110.23
,,,,,,107.15
,,,,,,108.53
,,,,,,109.57
,,,,,,109.62
,,,,,,107.74
,,,,,,106.63
,,,,,,104.91
,,,,,,103.47
,,,,,,101.08
,,,,,,100.8
,,,,,,100.73
,,,,,,99.65
,,,,,,99.59
,,,,,,100.09
,,,,,,98.18
,,,,,,101.58
,,,,,,94.23
,,,,,,93.96
,,,,,,91.59
,,,,,,90.89
,,,,,,90.19
,,,,,,90.16
,,,,,,92
,,,,,,90.57
,,,,,,90.9
,,,,,,92.04
,,,,,,93.9
,,,,,,93.67
,,,,,,95.21
,,,,,,94.12
,,,,,,94.94
,,,,,,94.14
,,,,,,94.14
,,,,,,94.28
,,,,,,94.19
,,,,,,94.88
,,,,,,95.71
,,,,,,93.99
,,,,,,93.35
,,,,,,93.73
,,,,,,91.99
,,,,,,91.35
,,,,,,90.24
,,,,,,89.54
,,,,,,89.96
,,,,,,88.6
,,,,,,89.41
,,,,,,88.07
,,,,,,88.8
,,,,,,88.59
,,,,,,88.05
,,,,,,87.8
,,,,,,85.89
,,,,,,86.77
,,,,,,84.03
,,,,,,83
,,,,,,86.3
,,,,,,89.84
,,,,,,89.16
,,,,,,90.8
,,,,,,85.98
,,,,,,84.65
,,,,,,85.25
,,,,,,85.44
,,,,,,84.63
,,,,,,85.16
,,,,,,84.43
,,,,,,85.88
,,,,,,85.43
,,,,,,84.48
,,,,,,84.45
,,,,,,84.3
,,,,,,84.12
,,,,,,86.23
,,,,,,84.86
,,,,,,86.43
,,,,,,86.3
,,,,,,87.11
,,,,,,87.11
,,,,,,86.68
,,,,,,85.73
,,,,,,89.14
,,,,,,88.63
,,,,,,92.1
,,,,,,97.56
,,,,,,95.68
,,,,,,94.59
,,,,,,95.94
,,,,,,94.75
,,,,,,86.45
,,,,,,85.96
,,,,,,85.77
,,,,,,84.05
,,,,,,86.29
,,,,,,83.95
,,,,,,80.22
,,,,,,78.15
,,,,,,82.15
,,,,,,83.46
,,,,,,84.7
,,,,,,86.47
,,,,,,84.73
,,,,,,87.63
,,,,,,89.02
,,,,,,89.05
,,,,,,87.95
,,,,,,88.61
,,,,,,88.9
,,,,,,87.23
,,,,,,90.03
,,,,,,90.64
,,,,,,91.65
,,,,,,91.88
,,,,,,91.8
,,,,,,92.21
,,,,,,93
,,,,,,90.36
,,,,,,92.51
,,,,,,89.53
,,,,,,88.99
,,,,,,87.42
,,,,,,85.4
,,,,,,85.14
,,,,,,84.87
,,,,,,85.05
,,,,,,84.8
,,,,,,83.22
,,,,,,83.55
,,,,,,82.9
,,,,,,80.02
,,,,,,80.45
,,,,,,78.95
,,,,,,79.36
,,,,,,78.92
,,,,,,81.1
,,,,,,81.45
,,,,,,79.99
,,,,,,81.75
,,,,,,81.9
,,,,,,81.35
,,,,,,81.21
,,,,,,79.99
,,,,,,78.97
,,,,,,79.26
,,,,,,74.75
,,,,,,75.04
,,,,,,75.19
,,,,,,75.63
,,,,,,73.61
,,,,,,73.42
,,,,,,74.54
,,,,,,73.8
,,,,,,74.42
,,,,,,74.53
,,,,,,74.1
,,,,,,74.45
,,,,,,75.1
,,,,,,77.11
,,,,,,77.02
,,,,,,77.17
,,,,,,76.18
,,,,,,73.81
,,,,,,74.3
,,,,,,75.25
,,,,,,74.38
,,,,,,74.1
,,,,,,73.8
,,,,,,74.6
,,,,,,73.72
,,,,,,72.85
,,,,,,72.81
,,,,,,72.43
,,,,,,73.37
,,,,,,70.6
,,,,,,71.08
,,,,,,68.97
,,,,,,68.48
,,,,,,67.28
,,,,,,67.34
,,,,,,66.99
,,,,,,68.5
,,,,,,67.34
,,,,,,67.89
,,,,,,68
,,,,,,66.68
,,,,,,67.3
,,,,,,67.71
,,,,,,68
,,,,,,67.1
,,,,,,65.34
,,,,,,64.05
,,,,,,63.23
,,,,,,63.25
,,,,,,65.43
,,,,,,67.09
,,,,,,67.72
,,,,,,67.05
,,,,,,67.91
,,,,,,67.65
,,,,,,67.22
,,,,,,66.83
,,,,,,63.94
,,,,,,64.5
,,,,,,62
,,,,,,61.78
,,,,,,61.26
,,,,,,59.82
,,,,,,60.96
,,,,,,52.96
,,,,,,53.16
,,,,,,51.73
,,,,,,52.5
,,,,,,52.03
,,,,,,55.17
,,,,,,55.11
,,,,,,55.7
,,,,,,55.48
,,,,,,57.09
,,,,,,57.15
,,,,,,57.52
,,,,,,57.59
,,,,,,56.76
,,,,,,57.29
,,,,,,59.09
,,,,,,59.17
,,,,,,59.72
,,,,,,58.2
,,,,,,57.74
,,,,,,57.61
,,,,,,57.83
,,,,,,58.96
,,,,,,57.3
,,,,,,58.28
,,,,,,57.61
,,,,,,59.4
,,,,,,61.18
,,,,,,58.44
,,,,,,60.1
,,,,,,60.22
,,,,,,61.15
,,,,,,62.99
,,,,,,59.85
,,,,,,61.76
,,,,,,63.29
,,,,,,64.31
,,,,,,64.26
,,,,,,62.99
,,,,,,64.86
,,,,,,63.87
,,,,,,63.26
,,,,,,65.68
,,,,,,64.71
,,,,,,68.1
,,,,,,67.37
,,,,,,67.85
,,,,,,70.79
,,,,,,71.29
,,,,,,71.82
,,,,,,72.99
,,,,,,71.86
,,,,,,71.22
,,,,,,71.83
,,,,,,70.15
,,,,,,70.77
,,,,,,69.38
,,,,,,67.73
,,,,,,66.65
,,,,,,65.96
,,,,,,66.85
,,,,,,68.19
,,,,,,69.51
,,,,,,66.82
,,,,,,65.04
,,,,,,66.51
,,,,,,66.34
,,,,,,68.01
,,,,,,68.99
,,,,,,70.29
,,,,,,70.93
,,,,,,68.3
,,,,,,64.71
,,,,,,62.1
,,,,,,63.67
,,,,,,63.25
,,,,,,62.82
,,,,,,59.13
,,,,,,59.63
,,,,,,60.35
,,,,,,60.25
,,,,,,61.82
,,,,,,62.16
,,,,,,64.29
,,,,,,65.22
,,,,,,64.75
,,,,,,66.85
,,,,,,67.71
,,,,,,65.77
,,,,,,65.05
,,,,,,64.05
,,,,,,65.98
,,,,,,66.29
,,,,,,65.76
,,,,,,67.69
,,,,,,69.4
,,,,,,68.99
,,,,,,68.84
,,,,,,71.58
,,,,,,71.99
,,,,,,72.14
,,,,,,71.79
,,,,,,69
,,,,,,70.59
,,,,,,70.3
,,,,,,69.91
,,,,,,67.16
,,,,,,65.1
,,,,,,66.63
,,,,,,65.18
,,,,,,69.1
,,,,,,68.49
,,,,,,68.27
,,,,,,72.02
,,,,,,72.24
,,,,,,75.1
,,,,,,74.95
,,,,,,75.5
,,,,,,71.17
,,,,,,72.95
,,,,,,74.53
,,,,,,77.39
,,,,,,78.76
,,,,,,76.1
,,,,,,79.28
,,,,,,81.25
,,,,,,83.08
,,,,,,85.7
,,,,,,84.99
,,,,,,84.97
,,,,,,83.84
,,,,,,76.25
,,,,,,76.73
,,,,,,75.25
,,,,,,74.83
,,,,,,75.13
,,,,,,72.38
,,,,,,70.91
,,,,,,73.78
,,,,,,74.47
,,,,,,74
,,,,,,74.17
,,,,,,73.91
,,,,,,72.6
,,,,,,71.63
,,,,,,71.11
,,,,,,72.14
,,,,,,72.68
,,,,,,72.53
,,,,,,74.85
,,,,,,74.87
,,,,,,74.21
,,,,,,73.2
,,,,,,74.23
,,,,,,73.93
,,,,,,71.95
,,,,,,72.27
,,,,,,68.95
,,,,,,68.43
,,,,,,69.99
,,,,,,70.72
,,,,,,67.66
,,,,,,66.88
,,,,,,64.84
,,,,,,64.82
,,,,,,65.31
,,,,,,65.59
,,,,,,63.15
,,,,,,61.6
,,,,,,61.54
,,,,,,61.54
,,,,,,60.64
,,,,,,60
,,,,,,59.95
,,,,,,60.85
,,,,,,60.35
,,,,,,60.26
,,,,,,57.72
,,,,,,57.24
,,,,,,55.2
,,,,,,56.04
,,,,,,56.99
,,,,,,56.28
,,,,,,56.4
,,,,,,55.25
