timestamp,open,high,low,close,volume
2018-10-19 12:25:00,109.5100,109.5100,109.0500,109.0500,458671
2018-10-19 12:20:00,109.6200,109.8000,109.4200,109.5600,541303
2018-10-19 12:15:00,109.7600,109.7600,109.5500,109.6190,192110
2018-10-19 12:10:00,109.8400,110.0900,109.7200,109.7700,305705
2018-10-19 12:05:00,109.8800,109.9500,109.8000,109.8000,256074
2018-10-19 12:00:00,109.5100,109.9500,109.4800,109.8600,243410
2018-10-19 11:55:00,109.7200,109.8500,109.4700,109.5100,298241
2018-10-19 11:50:00,109.6400,109.9000,109.6400,109.7400,213075
2018-10-19 11:45:00,109.7399,109.7900,109.6000,109.6900,213507
2018-10-19 11:40:00,109.8515,109.8515,109.5900,109.7700,250194
2018-10-19 11:35:00,109.8401,110.0100,109.6900,109.8400,282481
2018-10-19 11:30:00,109.8600,110.0010,109.8400,109.8700,185020
2018-10-19 11:25:00,110.2700,110.2700,109.8600,109.8900,204359
2018-10-19 11:20:00,110.3200,110.3800,110.2000,110.2000,194004
2018-10-19 11:15:00,110.3900,110.4550,110.2000,110.3198,223530
2018-10-19 11:10:00,110.3300,110.4600,110.2700,110.3600,150598
2018-10-19 11:05:00,110.4700,110.6800,110.3500,110.3500,302868
2018-10-19 11:00:00,110.1700,110.4100,110.0550,110.4100,208287
2018-10-19 10:55:00,110.1200,110.2100,110.0906,110.1600,229604
2018-10-19 10:50:00,110.3950,110.4400,110.1100,110.1100,264991
2018-10-19 10:45:00,110.4900,110.5400,110.2600,110.3800,308482
2018-10-19 10:40:00,110.6916,110.6916,110.4300,110.4950,261600
2018-10-19 10:35:00,110.4000,110.8200,110.4000,110.7200,326503
2018-10-19 10:30:00,110.5200,110.6400,110.2200,110.4200,330236
2018-10-19 10:25:00,110.3700,110.7200,110.3300,110.5300,448716
2018-10-19 10:20:00,110.5550,110.5913,110.2900,110.3600,348899
2018-10-19 10:15:00,110.6400,110.7730,110.5300,110.5800,371868
2018-10-19 10:10:00,110.4600,110.6500,110.4600,110.6500,483016
2018-10-19 10:05:00,110.1900,110.4800,110.0800,110.4800,452494
2018-10-19 10:00:00,110.3900,110.4200,110.1500,110.1500,417881
2018-10-19 09:55:00,110.3000,110.4600,110.2700,110.3400,472277
2018-10-19 09:50:00,110.2700,110.4600,110.2200,110.3000,329760
2018-10-19 09:45:00,110.1700,110.3150,110.0300,110.2300,379482
2018-10-19 09:40:00,109.5200,110.2500,109.5200,110.1700,674608
2018-10-19 09:35:00,108.9300,109.8608,108.9300,109.5600,3944825
2018-10-18 16:00:00,108.3400,108.5300,108.2515,108.5100,1447062
2018-10-18 15:55:00,108.5100,108.5815,108.3150,108.3400,949815
2018-10-18 15:50:00,108.5886,108.6800,108.5000,108.5900,418472
2018-10-18 15:45:00,108.6900,108.8400,108.5400,108.6000,513414
2018-10-18 15:40:00,108.2598,108.6800,108.1900,108.6800,421107
2018-10-18 15:35:00,108.5398,108.5500,108.2200,108.2550,373681
2018-10-18 15:30:00,108.5000,108.6900,108.4300,108.5300,288594
2018-10-18 15:25:00,108.3900,108.5500,108.2200,108.5100,280756
2018-10-18 15:20:00,108.1600,108.5700,108.1600,108.3800,257447
2018-10-18 15:15:00,108.2700,108.2700,108.1400,108.1800,207848
2018-10-18 15:10:00,108.3900,108.4000,108.2322,108.2800,233027
2018-10-18 15:05:00,108.5550,108.6800,108.3600,108.3600,255519
2018-10-18 15:00:00,108.7549,108.7549,108.5600,108.5700,235272
2018-10-18 14:55:00,108.6300,108.8200,108.6282,108.7600,171567
2018-10-18 14:50:00,108.8000,108.9100,108.6200,108.6800,220537
2018-10-18 14:45:00,108.5250,108.8300,108.5000,108.7648,209707
2018-10-18 14:40:00,108.5700,108.8200,108.4600,108.5700,273127
2018-10-18 14:35:00,108.4700,108.6800,108.3300,108.5700,211706
2018-10-18 14:30:00,108.5600,108.6000,108.3300,108.5000,235429
2018-10-18 14:25:00,108.1100,108.6500,108.0598,108.6100,294466
2018-10-18 14:20:00,108.3400,108.3400,108.0600,108.0900,248653
2018-10-18 14:15:00,108.5700,108.6350,108.3400,108.3500,215561
